"","mse1","mse2","mse3","mse4","mse5","mse6"
"1",0.000919544233707786,0.00100324926131425,0.00272516358055381,0.000753753389330383,0.00112742648039671,0.00134213524793314
"2",0.000830661737546901,0.000863833918357016,0.00168540175846653,0.000705248509860364,0.000969604667545731,0.00115405460992917
"3",0.000909105232442212,0.000745331598009986,0.000845998769397012,0.00118437741387419,0.000836214558852687,0.000989795660831173
"4",0.000816952338623707,0.000768981562270094,0.00410439186861067,0.00594860233440248,0.000861409067514179,0.00103738924276526
"5",0.000879112958508348,0.000800759155931794,0.0190571460300417,0.0143509097279204,0.000850272655534384,0.00102703507656432
"6",0.00117924596450423,0.000779394867341055,0.0760303044063553,0.0264353723746125,0.000793145004031204,0.000941693604139343
"7",0.0405361452970863,0.000829529192680129,0.467549109348634,0.0440781903624673,0.000820712726422187,0.00102353958725233
"8",0.266021766449442,0.000924397042934504,1.71356557722688,0.0681382390741348,0.000894604316677178,0.00104161877376594
"9",0.551023811811894,0.000873914163098468,4.0261801723259,0.0919577419108724,0.000831338184141468,0.00106293927766064
"10",0.36846122278418,0.000992642543790175,5.32589803640068,0.104042250600088,0.000884646974459371,0.00101351806517383
"11",0.199093273949584,0.00106246457259297,5.92092111536693,0.138150056105705,0.000932797936039426,0.00114084088349324
"12",0.175968154025131,0.00104322826174657,6.78564586369232,0.149549647785613,0.000822248107909058,0.000953411623299672
"13",0.187139822318086,0.00115484291107584,7.27093382143517,0.169687333019763,0.000901335976497649,0.00103812514872205
"14",0.207094143538163,0.00122495274354998,6.82767602481076,0.197875552416952,0.000854520532736224,0.000969792570975296
"15",0.213175101496967,0.00125713299339628,6.98727954899637,0.213529962506759,0.000861445209896843,0.00106650863091505
"16",0.214947880044299,0.00131591374659361,5.82624801530446,0.224230500321419,0.000891720128947739,0.00105208906171377
"17",0.212756596271213,0.00147941299879443,5.62202213612999,0.230146028609788,0.000880439638788583,0.00105131997730221
"18",0.211971410399718,0.00144011658777852,3.80518441370196,0.236792210491298,0.000809435302113734,0.000931718021047797
"19",0.234404439256768,0.0016145551788306,2.2636962723108,0.270064829230042,0.00092166829861552,0.00109192497004098
"20",0.245983051193079,0.00164511316303986,2.76566545191822,0.290056991728323,0.000962447640654368,0.00126451674712523
"21",0.238321942266709,0.00187058295764656,2.28342307794212,0.287540154284154,0.000860742366517083,0.000931765101176983
"22",0.254837079089596,0.00183740525484847,1.68321825465025,0.313324670573342,0.000753919323006697,0.000873506916820569
"23",0.256998752369358,0.00215700590720069,1.70533146553941,0.317023944118157,0.000893241138442735,0.00107391544584913
"24",0.271153155973384,0.138836763729991,1.21798549875684,0.340430125472653,0.000973982209061536,0.00117597878133318
"25",0.263697623242217,0.00283129781177548,0.69806656294514,0.335285112226574,0.000957098977199428,0.000956103827587999
"26",0.245467821136206,0.00304192841298929,0.80641812469057,0.312742071397906,0.000846784390570074,0.000922428528729415
"27",0.260128432699883,0.424644715427514,0.354814140977766,0.333632029978405,0.000845200458868552,0.000912145659580076
"28",0.25964191098781,0.634637709502853,0.186057457483814,0.340071507496216,0.000786153210524869,0.000859263577842104
"29",0.304340922812521,3.12495137440202,0.252390979998776,0.397479118777228,0.000904464679953684,0.00111081937641066
"30",0.280702033290329,6.06466903462757,0.824729487076659,0.365627339765642,0.000908129628128905,0.000988366361140605
"31",0.275604018239834,11.0899483290407,1.6689832004218,0.364948315062123,0.000909173187534829,0.000952751771397929
"32",0.318039900593564,22.4013320601222,1.3611243635162,0.415494898505272,0.000970486904677286,0.00112174645824008
"33",0.286846242806617,37.1134626050328,0.93149420887554,0.379906619986836,0.000879081809720043,0.00106178645851877
"34",0.311993614527414,51.4696151694381,1.37411349792401,0.413836418469799,0.000981978662702636,0.00117013259467261
"35",0.301087427331564,82.3109843632332,0.605020800120225,0.403553292482374,0.000945726218139602,0.00119097617338198
"36",0.308717864207509,100.705885149593,0.833757481991232,0.410012200916942,0.00095888147052552,0.00101259229393873
"37",0.291997129549764,125.622849357946,0.69762706372756,0.395391006956427,0.000959130497684361,0.00091510119123982
"38",0.30330861091671,155.607249017042,0.603956190404097,0.412120721047888,0.000991614154679191,0.00121582259115832
"39",0.315744628221457,179.354964290056,0.978878297656815,0.430922089639212,0.000950180450499273,0.00103216473624485
"40",0.295390013789045,187.588381124258,1.24166764569877,0.391513454826456,0.000941004362439397,0.000981543262144139
"41",0.318360631721262,189.897561615489,0.569221339836524,0.428132059392761,0.0008684172972945,0.00099182506001113
"42",0.368546618661513,191.288038050633,0.714501883367174,0.500894712589913,0.00110344733989488,0.00118633722626243
"43",0.304907602999149,161.155817223612,1.20905229900585,0.420370557768072,0.000935647852121823,0.000924791711186901
"44",0.340762437429672,142.879700556119,5.4567751270083,0.467885754633537,0.000909693238694905,0.000927273075950233
"45",0.347942517304843,105.722193820799,2.98029899971583,0.476997117724583,0.00104142435056798,0.0010792516227011
"46",0.343647572617761,93.11794087397,2.60583274747558,0.46695979533182,0.000998322615623746,0.00117098791007447
"47",0.348728373344964,85.2633985550859,2.40914298464624,0.477968425611198,0.000997499232799931,0.00101621888467897
"48",0.340132288514376,50.2071848352362,0.718753668220301,0.46509465999519,0.000954028179891346,0.00101051050107528
"49",0.344219127168332,42.8084744020993,1.10254416874606,0.482390819573243,0.000978286799156405,0.000908328980556882
"50",0.361896855476501,24.6162485561927,2.02716598106273,0.510587172747141,0.000940353886321082,0.000901514219258273
"51",0.353790091860445,23.7487881640297,2.39362650461507,0.492838141607824,0.00102077406556473,0.000982364793608904
"52",0.335983278847255,14.0736556352761,6.14351327254422,0.470434950173848,0.000939687697068696,0.000896718888132978
"53",0.350490841885676,18.4859527161709,0.704051305066509,0.489610517446493,0.00100431637744534,0.000957492562064169
"54",0.364941351962122,13.6472423180631,1.44519035743264,0.509863827777364,0.0010100108741659,0.00104249645150819
"55",0.358821095286916,10.6731665781955,0.390802374562893,0.498028348819466,0.00109237447379738,0.0012712659770997
"56",0.356789703917157,11.9191211775079,1.76877544600703,0.494911950833989,0.00108223580933487,0.00105269653926118
"57",0.364308436054944,6.52213792699437,3.54458929186773,0.513396581701886,0.001111478900504,0.00105635634712728
"58",0.362854855401344,6.42926843091796,0.676970119686126,0.511826078854186,0.00114548377777097,0.0011456352377152
"59",0.367616826154969,6.76266278674857,2.72576364574047,0.518081212787018,0.00117386868569782,0.00106781700992601
"60",0.33337082380305,6.53560127820316,3.32671093686693,0.469278239591019,0.00105691156523946,0.00104116340081137
"61",0.366205969667414,6.64639248685998,2.9483034088089,0.513178009985666,0.00103202231120522,0.00103327229727462
"62",0.373441762970317,6.79824447957405,2.81829036087899,0.52809964597382,0.00100283734787768,0.00098472525483261
"63",0.381739756144464,7.60593371161085,2.14714343287714,0.539690610656115,0.00107833007596979,0.00109114255620718
"64",0.357425795479657,6.64256270705015,3.03492205265579,0.503294385480391,0.00114939523204805,0.00119514588457345
"65",0.348807056771297,6.8777396265965,2.30259032295667,0.500503359653721,0.00109667839979347,0.00101296086166949
"66",0.390430906310538,7.91012044298202,1.50160738752961,0.559571116136581,0.00108966407062263,0.000951704740852742
"67",0.347523350795416,7.12012966461584,4.22642289514199,0.493266607040748,0.00101421692175205,0.000861630389635829
"68",0.34253558889897,7.36871861808473,1.59906323443309,0.491476915198621,0.00109534331192281,0.000915715792588518
"69",0.367670119122984,7.40388341218539,2.64691388509032,0.510796567946612,0.00112010819331503,0.00119144755930787
"70",0.387245908148305,7.8130095608607,2.7448487782489,0.552162179402003,0.00110131921037224,0.00100975168614004
"71",0.367897988780038,7.88101121236586,2.84895379969014,0.532080679013899,0.00100653342911617,0.000873828101514085
"72",0.38018446609716,7.74016024163137,3.26594755128651,0.541219293555223,0.00115132223580291,0.000901429108173834
"73",0.354274082381272,7.59796055045971,4.09397912589953,0.516397265252891,0.00107237889366113,0.000943786090564641
"74",0.400239256614174,7.83191251909424,3.86864902587166,0.575842397427376,0.001235152526254,0.00111873009416744
"75",0.386410439581181,8.39119813373357,1.59198617882131,0.555876125921031,0.00120121987840979,0.00107680317605338
"76",0.378053674061097,8.41443018613907,3.73959209063061,0.548959985636028,0.00101558944513407,0.000913521077047558
"77",0.378048492625566,8.31820966808706,3.42722889471643,0.544899572905686,0.00119227448940847,0.00102471881052518
"78",0.372365077767463,8.21531835180506,2.15875630717604,0.537251132855714,0.00116760758328188,0.000976688843731496
"79",0.348107943400272,7.64508188018835,3.60830989024383,0.498045579282919,0.00107841786767315,0.000874863666734118
"80",0.427726769433403,8.54836165973439,10.4536452758308,0.61151234501353,0.00122473557931735,0.00108560470569682
"81",0.382852364537637,7.98314150882644,5.2175002584221,0.544947719828321,0.00125091910329969,0.00104785781229332
"82",0.390795631486514,8.40152835405666,14.5734980257826,0.562376478548196,0.00129403315791753,0.00096619994367317
"83",0.38119102168727,8.59563976283641,19.7043123537605,0.545139936630717,0.00120742429773598,0.00088467994398103
"84",0.399126857778243,8.67136969151552,25.4139981905315,0.576815643297712,0.00134984864602983,0.00110745865218925
"85",0.404956857262096,8.39216757448346,24.0148654785359,0.587679403533095,0.00125337949601053,0.00102093444831883
"86",0.395871081456973,7.73342159680118,16.5696987679946,0.562203323047893,0.00135284004149959,0.00113601844025608
"87",0.395325813762042,7.8711988459342,17.4685291426442,0.576113623985508,0.00118534798827281,0.00105875584071493
"88",0.377705432536879,7.59807802884899,21.2563407311009,0.545154405971583,0.00114307775202259,0.000924529189284292
"89",0.379413729627721,7.44175220113287,25.6908054434062,0.547962532986113,0.00128607137713591,0.00102707043353711
"90",0.400138968948343,7.70684614985133,20.1482050338833,0.570756120671355,0.00123907319458166,0.000955407805212791
"91",0.385450249836986,7.07714306790107,17.0932472359463,0.558010930588461,0.00124280369933144,0.000999784499800482
"92",0.390973278200479,6.61157705597252,24.1237791814221,0.56780859426791,0.00116725935847206,0.000960057388127539
"93",0.427868972385291,7.22750155626563,19.2521800724702,0.62036851258352,0.00127273780823178,0.000984302959547218
"94",0.427653752096688,7.14141060821805,18.4201733958528,0.627324037156868,0.00138715958898692,0.00114703597258538
"95",0.404692945201394,7.03152265224346,31.1074375443813,0.589467228939834,0.00139971020568729,0.00125068669582726
"96",0.375063316014939,6.89726265878566,24.7313855022742,0.545764015797144,0.00127070045482644,0.000965462006209737
"97",0.409082957619727,6.91316844430771,21.8265491136597,0.593997159378435,0.00140947912516426,0.00100061209172072
"98",0.370638669594437,6.12570409321147,23.6818931105327,0.529788259525198,0.00130551236405073,0.000972884388151129
"99",0.407986996850369,6.59354076189072,22.8417834477797,0.597047571987415,0.00123739458816624,0.00102525198536042
"100",0.411701652131785,6.48439237572515,27.741604081779,0.606213661667331,0.00138684437286116,0.000927083988193474
"101",0.394950326919148,6.30419639995933,29.764623405299,0.57448365889948,0.00144698524810578,0.00112984504531259
